number,title,classification,year,date,latitude,longitude,magnitude,data
35789,Report 35789: Possible wood knocks heard by a photographer near Quitman,Not Infected,2010,Oct-21,32.09515,-88.68893,5,
21907,Report 21907: Possible sighting and wood knocks heard near Swan Lake,Not Infected,2010,Mar-20,47.60413,-113.7593,5,
34024,Report 34024: After exploring old gold mines a rock is thrown at a moving vehicle near Georgetown,Not Infected,2010,Oct-22,46.30766,-113.1424,5,
27906,Report 27906: Unknown early morning visitor heard by a youth leader in the Uwharrie National Forest,Not Infected,2010,12-Apr,35.31924,-80.03551,5,
28570,Report 28570: Possible nighttime encounter outside a home north of Northville,Not Infected,2010,Sep-24,43.30679,-74.15429,5,
27972,Report 27972: Family camping at Shawnee State Forest has possible encounter,Not Infected,2010,07-Jun,38.69322,-83.12891,5,
28499,Report 28499: Possible bigfoot activity and interesting photos taken at Clear Creek Park,Not Infected,2010,10-Sep,39.59947,-82.63536,5,
28531,Report 28531: Witness describes possible vocalization near Bath,Not Infected,2010,Nov-18,41.16984,-81.64181,5,
28730,Report 28730: Possible vocalizations heard while training hunting dogs near Atwater,Not Infected,2010,Dec-15,41.00418,-4.05E+07,5,
28998,Report 28998: Motorist has possible roadside sighting at night west of Alliance,Not Infected,2010,Oct-22,40.90177,-81.26729,5,
31439,Report 31439: Possible rock throwing display while night fishing at Salt Fork State Park,Not Infected,2010,Jul-18,40.11682,-81.4936,5,
30150,Report 30150: Tall dark figure seen during the daytime at the Lake Elmer Thomas Recreational Area,Not Infected,2010,06-Mar,35,-99,5,
39137,Report 39137: Hunter flushes large creature when retrieving rabbit near city of Mineral Wells,Not Infected,2010,Oct-15,32.755,-98,5,
40420,"Report 40420: Rural resident hears heavy bipedal footfalls and smells strong ""skunk-like"" odor near Seguin",Not Infected,2010,May-15,29.30877,-97.47971,5,
28449,Report 28449: Possible wood knock interaction by kayaking fishermen on Switzer Lake,Not Infected,2010,Aug-21,38.56546,-79.14478,5,
27865,Report 27865: Possible activity described around a home near Mossyrock,Not Infected,2010,06-Sep,46.49406,-122.5319,5,
27923,Report 27923: Man and granddaughter hear possible vocals of two creatures approaching them near Ashford,Not Infected,2010,Jun-25,46.75225,-122.0566,5,
28087,Report 28087: Possible nighttime encounter while camping at Shi Shi Beach,Not Infected,2010,Aug-25,48.27646,-124.6802,5,
28207,Report 28207: Campers at Lake Cushman hear possible vocalizations,Not Infected,2010,09-Apr,47.46872,-123.2259,5,
28307,Report 28307: Couple hear strange vocalization at their cabin near Carson,Not Infected,2010,Sep-25,45.83632,-121.921,5,
28532,Report 28532: Hunter near Raymond hears what sounds like a sasquatch chasing and killing a deer,Not Infected,2010,Nov-17,46.82742,-123.7095,5,
47470,Report 47470: Grouse hunters have possible late evening sighting near Mica Peak,Not Infected,2010,Sep-15,47.5505,-117.167,5,
27429,Report 27429: Motorist observes possible road crossing near Princeton,Not Infected,2010,03-Oct,43.8708,-89.18135,5,
28008,Report 28008: Possible nighttime sighting while driving next to Kettle Moraine State Forest,Not Infected,2010,07-May,42.97569,-88.44846,5,
30154,Report 30154: Turkey hunters hear possible howl and bipedal steps approach their camp near Brandywine,Not Infected,2010,11-Jan,38.57502,-79.18524,5,
46380,"Report 46380: Mother & daughter have unusual, close-up encounter on the road at night near Newark",Infected,2011,Nov-24,35.703,-91.46231,5,
29358,Report 29358: Brief daylight sighting within the city limits of Show Low,Infected,2011,May-31,34,-110,5,
32654,"Report 32654: Family has sighting while driving along Hwy 96 near Yreka, CA",Infected,2011,12-Mar,41.845,-122.575,5,
43598,Report 43598: Early morning sighting through binoculars while bird watching in Waterton National Park,Infected,2011,Jun-17,49.01115,-114.0243,5,
29529,Report 29529: Fishing guide with clients approached by a Florida Skunk-Ape in the Merritt Island National Wildlife Refuge (includes witness sketch),Infected,2011,Apr-15,28.93312,-80.84301,5,
30267,Report 30267: Man driving to work has two early morning sightings on the same road near Sorrento,Infected,2011,Jul-26,28.78806,-82.53305,5,
30679,Report 30679: Nighttime sighting by a motorist outside Port St. John,Infected,2011,Sep-17,28.48899,-80.84716,5,
31745,Report 31745: Up close encounter experienced by a father and son fishing south of St. Augustine,Infected,2011,07-Feb,29.83863,-81.2299,5,
31801,Report 31801: Daylight sighting while cutting wood near the Chipola River,Infected,2011,Sep-17,30.71362,-85.20786,5,
32203,Report 32203: Late afternoon sighting by a hog hunter outside Pierson,Infected,2011,Oct-22,29.28971,-81.52609,5,
48086,Report 48086: Motorist observes large ape-like creature in her headlights on Old Cartersville Rd. near Dallas,Infected,2011,Oct-19,33.94979,-84.82338,5,
30530,Report 30530: Late afternoon sighting of a road crossing on Hwy 52 north of Dubuque,Infected,2011,Aug-31,42.55997,-90.76557,5,
28940,Report 28940: Motorist has night-time sighting near bridge just south of Seneca,Infected,2011,Feb-24,41.29663,-88.60814,5,
29165,Report 29165: Possible observations using thermal imager southeast of Equality,Infected,2011,Apr-15,37.60075,-88.38197,5,
30003,Report 30003: Late night encounter by a motorcyclist outside of Marseilles,Infected,2011,Jul-18,41.42396,-88.71103,5,
30896,Report 30896: Second nighttime sighting by motorcyclist north of Marseilles,Infected,2011,Oct-20,41.4209,-88.706,5,
31858,Report 31858: Motorists have nighttime sighting on outskirts of Lawrenceville,Infected,2011,Dec-19,38.71682,-87.68468,5,
36246,Report 36246: Hiker has daylight sighting near Olive Branch.,Infected,2011,10-Oct,37.18404,-89.36896,5,
36306,Report 36306: Motorist has daytime sighting near railroad tracks west of Murphysboro,Infected,2011,03-May,37.71917,-89.48784,5,
32256,Report 32256: Soldier on leave has a daylight sighting while fishing near Bennington,Infected,2011,05-May,39.7273,-97.34005,5,
43843,Report 43843: Observation of a Bigfoot eating mussels on the Ninnescah River,Infected,2011,04-Jan,37.40504,-97.4572,5,
31368,Report 31368: Nighttime sighting by motorcyclist near Petersburg,Infected,2011,Sep-15,39.08002,-84.79574,5,
33187,Report 33187: Dual sighting in late afternoon by deer hunter in tree stand near Lawrenceburg,Infected,2011,Nov-15,37.97699,-84.90234,5,
28373,Report 28373: Woman recalls her early morning sighting of a sasquatch east of Brimley,Infected,2011,Feb-21,46.37165,-84.91665,5,
28668,Report 28668: Man recalls encounter he had as a teenager near Kalkaska,Infected,2011,May-23,44.76665,-85.00165,5,
29615,Report 29615: Nighttime sighting remembered while driving southeast of Kalkaska,Infected,2011,Jun-29,44.525,-85.075,5,
30753,Report 30753: Witness recalls a childhood face to face daylight sighting near his home and night vocalizations outside Gaylord,Infected,2011,11-May,45,-85,5,
31603,Report 31603: Motorists describe a nighttime sighting near the Manistee National Forest.,Infected,2011,Jul-15,43.674,-86.4565,5,
31201,Report 31201: Night road crossing observed near El Dorado Springs,Infected,2011,Nov-22,37.85524,-94.11218,5,
33257,Report 33257: Tow truck driver watches a creature drag an elk away from accident site south of Malta on Hwy. 191,Infected,2011,01-Aug,47.66724,-108.6873,5,
30860,Report 30860: Daylight sighting by camper at Black Mountain Campground near Blue Ridge Parkway,Infected,2011,Aug-21,35.75278,-82.22121,5,
42999,Report 42999: Law Enforcement Officer observes large figure along river bank while hunting for deer near Pin Hook,Infected,2011,Nov-19,34.78052,-77.85507,5,
28886,Report 28886: Couple driving home has night time sighting near Tres Piedras,Infected,2011,Feb-20,36.65339,-105.9678,5,
28964,"Report 28964: Motorist has close-range encounter with large, hairy biped south of Thoreau",Infected,2011,03-Jul,35.37201,-108.2034,5,
34460,Report 34460: A large biped seen in headlights on a moonlit night in the Chuska Mountains,Infected,2011,Jul-16,36.0605,-108.84,5,
28912,Report 28912: Motorist traveling near the Ohio River has bigfoot sighting outside Chesire,Infected,2011,Feb-22,38.9264,-82.14285,5,
30035,Report 30035: Man describes his dusk sighting near Geneva,Infected,2011,Jul-15,41.81287,-80.95952,5,
31852,Report 31852: Daylight sighting behind a home in Cuyahoga National Park,Infected,2011,06-Apr,41.23739,-81.60576,5,
42745,Report 42745: Strange occurrences outside a home lead to a daylight sighting by a father and son near East Canton,Infected,2011,09-Sep,40.79438,-81.31219,5,
32537,Report 32537: Nighttime road crossing seen by a couple near Sale Creek,Infected,2011,09-Sep,35.30146,-85.07263,5,
29092,Report 29092: Two afternoon sightings by father & son while driving near Tyler,Infected,2011,04-Mar,32.19202,-95.35257,5,
30238,Report 30238: Worker has late night encounter at gas well near Aledo,Infected,2011,Jun-30,32.675,-97.61,5,
30504,Report 30504: Gas field trucker has encounter at well head near Aledo,Infected,2011,Aug-27,32.675,-97.61,5,
29305,Report 29305: Sasquatch charges witness after son fires shotgun near Blackstone (includes audio from follow-up investigation),Infected,2011,05-Mar,37.047,-77.90815,5,
36072,Report 36072: Vacationing family observes & photographs a large hair covered figure in Grayson Highlands State Park,Infected,2011,Oct-14,36.62492,-81.48593,5,
35706,Report 35706: Camper has two late night encounters in North Cascades,Infected,2011,09-Jan,48.03114,-121.6708,5,
34224,Report 34224: Possible late night encounter outside a home near Pinckard,Not Infected,2011,04-Jan,31.30503,-85.61766,5,
28839,Report 28839: Possible footprints found in snow at a home near Lockesburg (w/photos),Not Infected,2011,02-Jun,33.94073,-94.09966,5,
37862,Report 37862: Hunter finds his deer kill moved near Monticello,Not Infected,2011,Dec-15,33.40425,-91.48295,5,
41186,Report 41186: Camper hears possible late-night vocalizations in the Knoll Lake area,Not Infected,2011,Jul-15,34.43951,-111.0946,5,
34794,Report 34794: Possible dusk sighting at Kananaskis campground,Not Infected,2011,May-14,51.03202,-115.09,5,
40024,Report 40024: Possible daylight sighting while collecting firewood near Bowser on Vancouver Island,Not Infected,2011,Jun-15,49.5298,-124.8627,5,
43994,Report 43994: Possible sighting near Bowser on Vancouver Island,Not Infected,2011,Sep-15,49.5828,-124.7914,5,
34078,Report 34078: Father and son witness fast-moving biped crossing road east of Fort Garland,Not Infected,2011,Oct-14,37.56055,-105.2869,5,
31122,Report 31122: Fishermen have possible late afternoon encounter on Black Creek,Not Infected,2011,Nov-20,30.0809,-81.7624,5,
31153,Report 31153: Ongoing activity on a family farm near Paisley,Not Infected,2011,07-Apr,28.98491,-81.43248,5,
32308,Report 32308: Possible nighttime encounter experienced by campers in the West Tract of the Green Swamp Preserve,Not Infected,2011,12-Dec,28.36168,-82.11937,5,
34426,Report 34426: Possible evidence of activity found at Bulow Creek State Park,Not Infected,2011,12-May,29.41889,-81.13924,5,
35474,Report 35474: Bowhunter hears a massive crash and possible screams in the Ocala National Forest,Not Infected,2011,Sep-18,29.47529,-81.78307,5,
35769,Report 35769: Possible sighting at dawn near road kill on US-192 east of Holopaw,Not Infected,2011,Aug-26,28.13136,-81.00677,5,
28982,Report 28982: Wildlife enthusiast records moaning howls near Bainbridge,Not Infected,2011,03-Nov,30.79456,-84.78122,5,
29530,Report 29530: Possible wood knock responses and strange tracks found near Rome,Not Infected,2011,Jun-20,34.17769,-85.19659,5,
30483,Report 30483: Possible road crossing observed at dusk by a truck driver on I-75 south of Cordele,Not Infected,2011,Aug-25,31.85605,-83.57655,5,
30730,Report 30730: Hunter hears possible vocalizations as well as bipedal movement near Pigeon Mountain WMA,Not Infected,2011,Sep-28,34.62689,-85.42266,5,
32254,Report 32254: Marine veteran hears strange howls late at night near Acworth,Not Infected,2011,Aug-27,34.06787,-84.79704,5,
44571,Report 44571: Deer hunter sees and hears a large hairy biped from his tree stand near Shellman,Not Infected,2011,Nov-24,31.71434,-84.60457,5,
33490,Report 33490: Large log tossed into Des Moines River as woman watches eagles from bridge at Frank Gotch State Park,Not Infected,2011,Feb-15,42.6766,-94.20245,5,
28679,Report 28679: Hiker finds possible footprints in Timber Ridge Forest Preserve (w/photos),Not Infected,2011,01-Apr,41.89011,-88.18031,5,
29227,Report 29227: Possible footprints found near Metropolis,Not Infected,2011,05-Mar,37.2276,-88.7584,5,
29448,Report 29448: Possible footprints found near Algonquin,Not Infected,2011,02-Mar,42.1551,-88.2886,5,
29495,Report 29495: Possible footprint found on edge of Chatham,Not Infected,2011,Jun-15,39.66676,-89.68079,5,
29612,Report 29612: Vocalizations recorded and possible footprint found near Sugar Creek.,Not Infected,2011,Jun-23,39.6395,-89.66525,5,
29836,Report 29836: Family experiences strange occurences while fishing Kankakee River,Not Infected,2011,07-Feb,41.207,-88.01345,5,
30510,Report 30510: Possible footprint found near Peoria,Not Infected,2011,Aug-14,40.8365,-89.599,5,
30601,Report 30601: Possible vocalization and footprint found near Bachelors Grove Cemetery,Not Infected,2011,09-Jul,41.63243,-87.76622,5,
31062,Report 31062: Possible footprints found near the Sugar Creek Covered Bridge,Not Infected,2011,Jun-16,40,-90,5,
31419,Report 31419: Possible nighttime sighting and vocalizations in a backyard near Old Ripley,Not Infected,2011,12-Aug,38.9241,-89.53419,5,
32634,Report 32634: Two paranormal investigators find possible evidence at Cumberland Sugar Creek Cemetery,Not Infected,2011,Jun-28,39.62,-89.6845,5,
40474,Report 40474: Hunter finds a possible footprint near Olive Branch,Not Infected,2011,08-Feb,37.18404,-89.36896,5,
40841,Report 40841: Motorist has possible nighttime sighting just north of Springfield on Veterans Parkway.,Not Infected,2011,Jul-16,39.83627,-89.65926,5,
29891,Report 29891: Possible encounter experienced by a family while fishing at Prather Lake,Not Infected,2011,07-Sep,39.3804,-86.4324,5,
36746,Report 36746: Fisherman describes being paralleled by a whistler after fishing the Blue River outside Manhattan,Not Infected,2011,Jul-15,39.14519,-96.35309,5,
36230,Report 36230: Hunter gets investigated while in his blind outside Bagdad,Not Infected,2011,Nov-20,38.24361,-85.03827,5,
28667,Report 28667: Resident hears possible early morning vocalizations near Westfield,Not Infected,2011,Aug-14,42.08179,-72.82665,5,
30634,Report 30634: Night hikers possibly stalked near Bee Tree Preserve,Not Infected,2011,May-14,39.6946,-76.6691,5,
